Date,Close,Scaled_Close
2014-09-17,457.3340148925781,0.0022414794270532177
2014-09-18,424.44000244140625,0.0019774283460053397
2014-09-19,394.7959899902344,0.001739466086279563
2014-09-20,408.90399169921875,0.001852715666524977
2014-09-21,398.8210144042969,0.0017717762840505082
2014-09-22,402.1520080566406,0.0017985152681185238
2014-09-23,435.7909851074219,0.0020685464255757865
2014-09-24,423.2049865722656,0.0019675144665161183
2014-09-25,411.5740051269531,0.0018741487444461377
2014-09-26,404.42498779296875,0.001816761225721546
2014-09-27,399.5199890136719,0.0017773871836482527
2014-09-28,377.1809997558594,0.0015980647531056637
2014-09-29,375.4670104980469,0.0015843059963379497
2014-09-30,386.9440002441406,0.001676435576276851
2014-10-01,383.614990234375,0.0016497125155616936
2014-10-02,375.0719909667969,0.0015811350443473277
2014-10-03,359.5119934082031,0.001456229814784716
2014-10-04,328.8659973144531,0.0012102243020685121
2014-10-05,320.510009765625,0.0011431480355666406
2014-10-06,330.0790100097656,0.0012199615548283422
2014-10-07,336.18701171875,0.001268992497973199
2014-10-08,352.94000244140625,0.0014034742769191073
2014-10-09,365.0260009765625,0.001500492571159991
2014-10-10,361.56201171875,0.0014726859875265296
2014-10-11,362.29901123046875,0.0014786021255498237
2014-10-12,378.54901123046875,0.001609046232160331
2014-10-13,390.41400146484375,0.0017042904199182044
2014-10-14,400.8699951171875,0.0017882241276539039
2014-10-15,394.77301025390625,0.0017392816203610727
2014-10-16,382.5559997558594,0.001641211649907601
2014-10-17,383.75799560546875,0.001650860466815406
2014-10-18,391.4419860839844,0.0017125423913183977
2014-10-19,389.5459899902344,0.001697322605682322
2014-10-20,382.8450012207031,0.0016435315599316422
2014-10-21,386.4750061035156,0.0016726708057119655
2014-10-22,383.1579895019531,0.0016460440200379322
2014-10-23,358.4169921875,0.0014474398790325909
2014-10-24,358.3450012207031,0.0014468619838111849
2014-10-25,347.27099609375,0.0013579672942489955
2014-10-26,354.7040100097656,0.0014176345471534956
2014-10-27,352.989013671875,0.001403867706222023
2014-10-28,357.6180114746094,0.0014410261974761574
2014-10-29,335.59100341796875,0.0012642081428761002
2014-10-30,345.30499267578125,0.001342185536744372
2014-10-31,338.3210144042969,0.0012861228409775428
2014-11-01,325.7489929199219,0.0011852030803118565
2014-11-02,325.8919982910156,0.001186351031565569
2014-11-03,327.5539855957031,0.0011996923515137515
2014-11-04,330.49200439453125,0.0012232767968933212
2014-11-05,339.4859924316406,0.0012954745036235567
2014-11-06,349.2900085449219,0.00137417457273691
2014-11-07,342.4150085449219,0.0013189866814786184
2014-11-08,345.4880065917969,0.0013436546497764916
2014-11-09,363.2640075683594,0.0014863484692531194
2014-11-10,366.92401123046875,0.0015157285251235838
2014-11-11,367.69500732421875,0.0015219175649173933
2014-11-12,423.5610046386719,0.001970372340892091
2014-11-13,420.7349853515625,0.0019476869525123345
2014-11-14,397.8179931640625,0.0017637247019216629
2014-11-15,376.13299560546875,0.0015896520783289373
2014-11-16,387.8819885253906,0.0016839651174066223
2014-11-17,387.4079895019531,0.0016801601709976034
2014-11-18,375.197998046875,0.0015821465447157822
2014-11-19,380.55499267578125,0.0016251489064687031
2014-11-20,357.8399963378906,0.0014428081431482667
2014-11-21,350.8479919433594,0.0013866810190460287
2014-11-22,352.9200134277344,0.0014033138185172332
2014-11-23,367.572998046875,0.0015209381562293134
2014-11-24,376.9010009765625,0.0015958171106061306
2014-11-25,375.3479919433594,0.001583350595166486
2014-11-26,368.3699951171875,0.0015273359144328893
2014-11-27,369.6700134277344,0.0015377715899465253
2014-11-28,376.4469909667969,0.0015921726225989858
2014-11-29,375.4909973144531,0.0015844985464201985
2014-11-30,378.0469970703125,0.0016050163990140294
2014-12-01,379.2449951171875,0.0016146331242414597
2014-12-02,381.31500244140625,0.001631249755385147
2014-12-03,375.010009765625,0.0015806375008141883
2014-12-04,369.60400390625,0.001537241709758352
2014-12-05,376.85400390625,0.0015954398496307325
2014-12-06,374.7850036621094,0.0015788313026508032
2014-12-07,375.0950012207031,0.001581319755240477
2014-12-08,361.90899658203125,0.0014754713494033354
2014-12-09,352.218994140625,0.001397686505617312
2014-12-10,346.364990234375,0.001350694486562223
2014-12-11,350.5060119628906,0.0013839358330133566
2014-12-12,352.5419921875,0.001400279317411869
2014-12-13,347.3760070800781,0.0013588102520518178
2014-12-14,351.6319885253906,0.0013929744180447214
2014-12-15,345.3450012207031,0.0013425066985227792
2014-12-16,327.06201171875,0.0011957431150303756
2014-12-17,319.7760009765625,0.0011372559050599627
2014-12-18,311.39599609375,0.0010699868435011834
2014-12-19,317.8429870605469,0.001121738965162096
2014-12-20,329.95599365234375,0.0012189740619765038
2014-12-21,320.8429870605469,0.0011458209540748051
2014-12-22,331.885986328125,0.0012344667493830953
2014-12-23,334.5719909667969,0.0012560281940257555
2014-12-24,322.53399658203125,0.0011593952449240289
2014-12-25,319.00799560546875,0.0011310908727827694
2014-12-26,327.92401123046875,0.0012026626692583661
2014-12-27,315.8630065917969,0.0011058450092634898
2014-12-28,317.239013671875,0.0011168906716789069
2014-12-29,312.6700134277344,0.0010802138006050538
2014-12-30,310.73699951171875,0.0010646968607071867
2014-12-31,320.1929931640625,0.0011406032388053165
2015-01-01,314.2489929199219,0.0010928887894798053
2015-01-02,315.0320129394531,0.001099174349289399
2015-01-03,281.0820007324219,0.0008266464101040441
2015-01-04,264.19500732421875,0.0006910889474289314
2015-01-05,274.4739990234375,0.000773601802140403
2015-01-06,286.1889953613281,0.0008676419394475726
2015-01-07,294.3370056152344,0.000933048703645976
2015-01-08,283.3489990234375,0.0008448443526738339
2015-01-09,290.4079895019531,0.0009015091961533446
2015-01-10,274.7959899902344,0.0007761865297712014
2015-01-11,265.6600036621094,0.000702848955951012
2015-01-12,267.7959899902344,0.0007199952223082135
