Date,Close,Scaled_Close
2010-06-29,1.5926669836044312,0.0011033234694898288
2010-06-30,1.5886670351028442,0.001095140715290798
2010-07-01,1.4639999866485596,0.0008401074782840292
2010-07-02,1.2799999713897705,0.0004636959077642406
2010-07-06,1.0740000009536743,4.227870141334557e-05
2010-07-07,1.053333044052124,0.0
2010-07-08,1.1640000343322754,0.0002263931095737243
2010-07-09,1.159999966621399,0.000218210111506475
2010-07-12,1.136667013168335,0.00017047754125760692
2010-07-13,1.2093329429626465,0.00031913131565369877
2010-07-14,1.3226670026779175,0.0005509804888769107
2010-07-15,1.3259999752044678,0.0005577988003941875
2010-07-16,1.3760000467300415,0.0006600846910913842
2010-07-19,1.4606670141220093,0.0008332891667667524
2010-07-20,1.3533329963684082,0.0006137143687103049
2010-07-21,1.3480000495910645,0.0006028046800935125
2010-07-22,1.399999976158142,0.0007091817040220062
2010-07-23,1.4193329811096191,0.0007487315200718431
2010-07-26,1.3966670036315918,0.0007023633925047294
2010-07-27,1.3700000047683716,0.0006478103159246193
2010-07-28,1.3813329935073853,0.0006709943797081762
2010-07-29,1.3566670417785645,0.0006205348750415469
2010-07-30,1.329332947731018,0.0005646171119114644
2010-08-02,1.3946670293807983,0.0006982720154052138
2010-08-03,1.463333010673523,0.0008387430356022749
2010-08-04,1.4173330068588257,0.000744640142972328
2010-08-05,1.363332986831665,0.0006341714980761005
2010-08-06,1.305999994277954,0.0005168845416625963
2010-08-09,1.3066669702529907,0.0005182489843443506
2010-08-10,1.2686669826507568,0.0004405118439806837
2010-08-11,1.1933330297470093,0.00028640005498935684
2010-08-12,1.1733330488204956,0.0002454857962577656
2010-08-13,1.2213330268859863,0.0003436800659872281
2010-08-16,1.2519999742507935,0.0004064158967663693
2010-08-17,1.2766669988632202,0.00045687759624696376
2010-08-18,1.2513329982757568,0.000405051454084615
2010-08-19,1.25266695022583,0.0004077803394481232
2010-08-20,1.273332953453064,0.0004500570899157218
2010-08-23,1.3420000076293945,0.000590530304926748
2010-08-24,1.2799999713897705,0.0004636959077642406
